,ElemSymbol,AtNum,Charge,Wavelength,IntIlab,Aki,Ei,Ek,gi,gk,IntAtomtrace,Source
1030,Pd,46,1,325.88,816.0,,,,,,,Ilab
1031,Pu,94,2,326.05,921.0,,,,,,,Ilab
1032,Ac,89,2,326.09,621.0,,,,,,,Ilab
1033,Cd,48,1,326.11,570.0,,,,,,,Ilab
1034,Ti,22,2,326.16,719.0,,,,,,,Ilab
1035,Ti,22,2,326.16,729.0,,,,,,,Ilab
1036,Sn,50,1,326.23,962.0,,,,,,,Ilab
1037,Er,68,2,326.48,790.0,,,,,,,Ilab
1038,V,23,2,326.77,700.0,,,,,,,Ilab
1039,Ge,32,1,326.95,470.0,,,,,,,Ilab
1040,V,23,2,327.11,680.0,,,,,,,Ilab
1041,Eu,63,2,327.28,501.0,,,,,,,Ilab
1042,Zr,40,2,327.3,691.0,,,,,,,Ilab
1043,Pu,94,2,327.31,921.0,,,,,,,Ilab
1044,Cu,29,1,327.4,921.0,,,,,,,Ilab
1045,Pu,94,1,327.52,921.0,,,,,,,Ilab
1046,V,23,2,327.61,662.0,,,,,,,Ilab
1047,Eu,63,2,327.78,535.0,,,,,,,Ilab
1048,Ti,22,3,327.88,69.0,,,,,,,Ilab
1049,Zr,40,2,327.93,717.0,,,,,,,Ilab
1050,Er,68,2,327.93,658.0,,,,,,,Ilab
1051,Rh,45,1,328.06,774.0,,,,,,,Ilab
1052,Ag,47,1,328.07,1092.0,,,,,,,Ilab
1053,Ho,67,2,328.2,689.0,,,,,,,Ilab
1054,Zn,30,1,328.23,621.0,,,,,,,Ilab
1055,Rh,45,1,328.36,774.0,,,,,,,Ilab
1056,Zr,40,2,328.47,678.0,,,,,,,Ilab
1057,Ti,22,2,328.77,709.0,,,,,,,Ilab
1058,Yb,70,2,328.94,980.0,,,,,,,Ilab
1059,Tm,69,2,329.1,774.0,,,,,,,Ilab
1060,U,92,2,329.13,659.0,,,,,,,Ilab
1061,Mo,42,2,329.23,525.0,,,,,,,Ilab
1062,Pu,94,1,329.26,921.0,,,,,,,Ilab
1063,Tb,65,2,329.31,731.0,,,,,,,Ilab
1064,Os,76,1,330.16,894.0,,,,,,,Ilab
1065,Pu,94,1,330.18,921.0,,,,,,,Ilab
1066,Pt,78,1,330.19,621.0,,,,,,,Ilab
1067,Pd,46,1,330.21,819.0,,,,,,,Ilab
1068,Na,11,1,330.24,294.0,,,,,,,Ilab
1069,Tm,69,2,330.25,760.0,,,,,,,Ilab
1070,Zn,30,1,330.26,668.0,,,,,,,Ilab
1071,Zn,30,1,330.29,655.0,,,,,,,Ilab
1072,Na,11,1,330.3,289.0,,,,,,,Ilab
1073,Re,75,2,330.32,577.0,,,,,,,Ilab
1074,U,92,2,330.59,700.0,,,,,,,Ilab
1075,Zr,40,2,330.63,678.0,,,,,,,Ilab
1076,Sm,62,2,330.64,744.0,,,,,,,Ilab
1077,Tm,69,2,330.98,709.0,,,,,,,Ilab
1078,Er,68,2,331.24,774.0,,,,,,,Ilab
1079,Pu,94,2,331.26,921.0,,,,,,,Ilab
1080,Er,68,2,331.64,633.0,,,,,,,Ilab
1081,Ne,10,2,331.97,640.0,,,,,,,Ilab
1082,Pu,94,1,332.06,921.0,,,,,,,Ilab
1083,Pu,94,1,332.08,921.0,,,,,,,Ilab
1084,Be,4,1,332.1,356.0,,,,,,,Ilab
1085,Be,4,1,332.13,381.0,,,,,,,Ilab
1086,Rh,45,1,332.31,834.0,,,,,,,Ilab
1087,Ne,10,2,332.37,760.0,,,,,,,Ilab
1088,Tb,65,2,332.44,824.0,,,,,,,Ilab
1089,Th,90,2,332.51,879.0,,,,,,,Ilab
1090,Y,39,2,332.79,846.0,,,,,,,Ilab
1091,Po,84,1,332.86,640.0,,,,,,,Ilab
1092,Ti,22,2,332.95,804.0,,,,,,,Ilab
1093,Sn,50,1,333.06,846.0,,,,,,,Ilab
1094,Er,68,2,333.27,665.0,,,,,,,Ilab
1095,La,57,2,333.75,731.0,,,,,,,Ilab
1096,Pu,94,2,333.77,921.0,,,,,,,Ilab
1097,Pu,94,1,333.89,921.0,,,,,,,Ilab
1098,Ti,22,2,334.19,873.0,,,,,,,Ilab
1099,La,57,2,334.46,677.0,,,,,,,Ilab
1100,Zn,30,1,334.5,668.0,,,,,,,Ilab
1101,Ne,10,2,334.55,640.0,,,,,,,Ilab
1102,Zn,30,1,334.56,621.0,,,,,,,Ilab
1103,Zn,30,1,334.59,501.0,,,,,,,Ilab
1104,Er,68,2,334.6,717.0,,,,,,,Ilab
1105,Ti,22,2,334.9,901.0,,,,,,,Ilab
1106,Ti,22,2,334.94,906.0,,,,,,,Ilab
1107,Gd,64,2,335.05,859.0,,,,,,,Ilab
1108,Th,90,2,335.12,856.0,,,,,,,Ilab
1109,Sc,21,1,335.37,256.0,,,,,,,Ilab
1110,Gd,64,2,335.86,837.0,,,,,,,Ilab
1111,Sc,21,2,335.97,248.0,,,,,,,Ilab
1112,Ti,22,2,336.12,899.0,,,,,,,Ilab
1113,Sc,21,2,336.13,240.0,,,,,,,Ilab
1114,Sc,21,2,336.19,240.0,,,,,,,Ilab
1115,Gd,64,2,336.22,859.0,,,,,,,Ilab
1116,Tm,69,2,336.26,829.0,,,,,,,Ilab
1117,Er,68,2,336.41,724.0,,,,,,,Ilab
1118,Er,68,2,336.8,724.0,,,,,,,Ilab
1119,Cr,24,2,336.8,829.0,,,,,,,Ilab
1120,Sc,21,2,336.89,248.0,,,,,,,Ilab
1121,Sc,21,2,337.22,248.0,,,,,,,Ilab
1122,Er,68,2,337.27,895.0,,,,,,,Ilab
1123,Ti,22,2,337.28,894.0,,,,,,,Ilab
1124,Pd,46,1,337.3,852.0,,,,,,,Ilab
1125,Er,68,2,337.42,688.0,,,,,,,Ilab
1126,Ne,10,2,337.82,691.0,,,,,,,Ilab
1127,Re,75,2,337.91,577.0,,,,,,,Ilab
1128,Ni,28,1,338.06,810.0,,,,,,,Ilab
1129,Sr,38,2,338.07,391.0,,,,,,,Ilab
1130,La,57,2,338.09,731.0,,,,,,,Ilab
1131,Ag,47,1,338.29,1024.0,,,,,,,Ilab
1132,Ti,22,2,338.38,887.0,,,,,,,Ilab
1133,Dy,66,2,338.5,858.0,,,,,,,Ilab
1134,Er,68,2,338.51,744.0,,,,,,,Ilab
1135,Pu,94,2,339.14,921.0,,,,,,,Ilab
1136,Zr,40,2,339.2,865.0,,,,,,,Ilab
1137,Er,68,2,339.2,774.0,,,,,,,Ilab
1138,Th,90,2,339.2,931.0,,,,,,,Ilab
1139,Ne,10,2,339.28,640.0,,,,,,,Ilab
1140,Eu,63,2,339.66,563.0,,,,,,,Ilab
1141,Rh,45,1,339.68,863.0,,,,,,,Ilab
1142,Lu,71,2,339.71,832.0,,,,,,,Ilab
1143,Bi,83,1,339.72,631.0,,,,,,,Ilab
1144,Tm,69,2,339.75,744.0,,,,,,,Ilab
1145,Ho,67,2,339.9,900.0,,,,,,,Ilab
1146,Hf,72,2,339.98,774.0,,,,,,,Ilab
1147,Th,90,2,340.27,621.0,,,,,,,Ilab
1148,Cd,48,1,340.36,668.0,,,,,,,Ilab
1149,Pd,46,1,340.46,1009.0,,,,,,,Ilab
1150,Co,27,1,340.51,931.0,,,,,,,Ilab
1151,Dy,66,2,340.78,858.0,,,,,,,Ilab
1152,Zr,40,2,341.02,663.0,,,,,,,Ilab
1153,Co,27,1,341.23,881.0,,,,,,,Ilab
1154,Ni,28,1,341.48,901.0,,,,,,,Ilab
1155,Ho,67,2,341.65,859.0,,,,,,,Ilab
1156,Pd,46,1,342.12,947.0,,,,,,,Ilab
1157,Gd,64,2,342.25,884.0,,,,,,,Ilab
1158,Re,75,1,342.46,899.0,,,,,,,Ilab
1159,Tm,69,2,342.51,876.0,,,,,,,Ilab
1160,Ho,67,2,342.53,760.0,,,,,,,Ilab
1161,Pm,61,2,342.74,621.0,,,,,,,Ilab
1162,Ho,67,2,342.81,760.0,,,,,,,Ilab
1163,Ru,44,1,342.83,850.0,,,,,,,Ilab
1164,Tm,69,2,343.0,675.0,,,,,,,Ilab
1165,Zr,40,2,343.05,691.0,,,,,,,Ilab
1166,Pd,46,1,343.34,852.0,,,,,,,Ilab
1167,Rh,45,1,343.49,901.0,,,,,,,Ilab
1168,Ru,44,1,343.67,876.0,,,,,,,Ilab
1169,Zr,40,2,343.82,846.0,,,,,,,Ilab
1170,Er,68,2,344.11,665.0,,,,,,,Ilab
1171,Pd,46,1,344.14,876.0,,,,,,,Ilab
1172,Tm,69,2,344.15,850.0,,,,,,,Ilab
1173,Mn,25,2,344.2,801.0,,,,,,,Ilab
1174,Co,27,1,344.36,908.0,,,,,,,Ilab
1175,Dy,66,2,344.56,824.0,,,,,,,Ilab
1176,Ni,28,1,344.63,848.0,,,,,,,Ilab
1177,Pm,61,2,344.98,599.0,,,,,,,Ilab
1178,B,5,2,345.13,891.0,,,,,,,Ilab
1179,Re,75,1,345.19,968.0,,,,,,,Ilab
1180,Ho,67,2,345.31,807.0,,,,,,,Ilab
1181,Co,27,1,345.35,995.0,,,,,,,Ilab
1182,Tm,69,2,345.37,850.0,,,,,,,Ilab
1183,Yb,70,2,345.41,621.0,,,,,,,Ilab
1184,Be,4,1,345.52,283.0,,,,,,,Ilab
1185,Ho,67,2,345.6,968.0,,,,,,,Ilab
1186,Ni,28,1,345.85,852.0,,,,,,,Ilab
1187,Re,75,1,346.05,1092.0,,,,,,,Ilab
1188,Pd,46,1,346.07,895.0,,,,,,,Ilab
1189,Ni,28,1,346.16,852.0,,,,,,,Ilab
1190,Ho,67,2,346.2,738.0,,,,,,,Ilab
1191,Rh,45,1,346.2,868.0,,,,,,,Ilab
1192,Tm,69,2,346.22,905.0,,,,,,,Ilab
1193,Gd,64,2,346.4,790.0,,,,,,,Ilab
1194,Yb,70,1,346.44,778.0,,,,,,,Ilab
1195,Sr,38,2,346.45,391.0,,,,,,,Ilab
1196,Re,75,1,346.47,1060.0,,,,,,,Ilab
1197,Cd,48,1,346.62,691.0,,,,,,,Ilab
1198,Tc,43,1,346.63,852.0,,,,,,,Ilab
1199,Gd,64,2,346.73,744.0,,,,,,,Ilab
1200,Cd,48,1,346.77,668.0,,,,,,,Ilab
1201,Gd,64,2,346.9,744.0,,,,,,,Ilab
1202,Th,90,2,346.99,884.0,,,,,,,Ilab
1203,Er,68,2,347.17,688.0,,,,,,,Ilab
1204,Lu,71,2,347.25,848.0,,,,,,,Ilab
1205,Co,27,1,347.4,899.0,,,,,,,Ilab
1206,Ho,67,2,347.43,859.0,,,,,,,Ilab
1207,Yb,70,2,347.63,621.0,,,,,,,Ilab
1208,Dy,66,2,347.71,717.0,,,,,,,Ilab
1209,Yb,70,2,347.88,621.0,,,,,,,Ilab
1210,Zr,40,2,347.94,709.0,,,,,,,Ilab
1211,Zr,40,2,348.12,717.0,,,,,,,Ilab
1212,Pd,46,1,348.12,921.0,,,,,,,Ilab
1213,Ac,89,2,348.12,621.0,,,,,,,Ilab
1214,Gd,64,2,348.13,770.0,,,,,,,Ilab
1215,Ho,67,2,348.48,875.0,,,,,,,Ilab
1216,Ni,28,1,349.3,861.0,,,,,,,Ilab
1217,Dy,66,2,349.45,839.0,,,,,,,Ilab
1218,Ho,67,2,349.48,782.0,,,,,,,Ilab
1219,Y,39,2,349.61,744.0,,,,,,,Ilab
1220,Zr,40,2,349.62,832.0,,,,,,,Ilab
1221,Ru,44,1,349.89,902.0,,,,,,,Ilab
1222,Er,68,2,349.91,881.0,,,,,,,Ilab
1223,Ba,56,1,350.11,676.0,,,,,,,Ilab
1224,F,9,2,350.16,530.0,,,,,,,Ilab
1225,Co,27,1,350.23,917.0,,,,,,,Ilab
1226,Rh,45,1,350.25,868.0,,,,,,,Ilab
1227,F,9,2,350.28,519.0,,,,,,,Ilab
1228,F,9,2,350.3,530.0,,,,,,,Ilab
1229,F,9,2,350.31,535.0,,,,,,,Ilab
1230,Hf,72,2,350.52,709.0,,,,,,,Ilab
1231,Co,27,1,350.63,885.0,,,,,,,Ilab
1232,Rh,45,1,350.73,794.0,,,,,,,Ilab
1233,Lu,71,2,350.74,902.0,,,,,,,Ilab
1234,Tb,65,2,350.92,865.0,,,,,,,Ilab
1235,Co,27,1,350.98,797.0,,,,,,,Ilab
1236,Co,27,1,351.04,724.0,,,,,,,Ilab
1237,Bi,83,1,351.09,621.0,,,,,,,Ilab
1238,Ir,77,1,351.36,807.0,,,,,,,Ilab
1239,Ni,28,1,351.5,879.0,,,,,,,Ilab
1240,Be,4,1,351.55,283.0,,,,,,,Ilab
1241,Ho,67,2,351.56,832.0,,,,,,,Ilab
1242,Pd,46,1,351.69,939.0,,,,,,,Ilab
1243,Tl,81,1,351.92,990.0,,,,,,,Ilab
1244,Yb,70,2,352.03,544.0,,,,,,,Ilab
1245,Tb,65,2,352.37,717.0,,,,,,,Ilab
1246,Dy,66,2,352.4,839.0,,,,,,,Ilab
1247,Ni,28,1,352.45,901.0,,,,,,,Ilab
1248,Rh,45,1,352.8,908.0,,,,,,,Ilab
1249,Tl,81,1,352.94,852.0,,,,,,,Ilab
1250,Dy,66,2,353.17,1000.0,,,,,,,Ilab
1251,Dy,66,2,353.5,839.0,,,,,,,Ilab
1252,Tm,69,2,353.55,744.0,,,,,,,Ilab
1253,Hf,72,2,353.55,689.0,,,,,,,Ilab
1254,Sc,21,2,353.57,256.0,,,,,,,Ilab
1255,Dy,66,2,353.6,861.0,,,,,,,Ilab
1256,Tm,69,2,353.62,619.0,,,,,,,Ilab
1257,Tm,69,2,353.66,675.0,,,,,,,Ilab
1258,Dy,66,2,353.85,839.0,,,,,,,Ilab
1259,Th,90,2,353.96,888.0,,,,,,,Ilab
1260,Tb,65,2,354.02,700.0,,,,,,,Ilab
1261,Tc,43,1,354.18,760.0,,,,,,,Ilab
1262,Dy,66,2,354.23,744.0,,,,,,,Ilab
1263,V,23,2,354.52,633.0,,,,,,,Ilab
1264,Gd,64,2,354.58,837.0,,,,,,,Ilab
1265,Ho,67,2,354.6,738.0,,,,,,,Ilab
1266,Mn,25,1,354.78,717.0,,,,,,,Ilab
1267,Y,39,2,354.9,827.0,,,,,,,Ilab
1268,Gd,64,2,354.94,827.0,,,,,,,Ilab
1269,Tc,43,1,354.97,870.0,,,,,,,Ilab
1270,Dy,66,2,355.02,839.0,,,,,,,Ilab
1271,Tc,43,1,355.06,829.0,,,,,,,Ilab
1272,Dy,66,2,355.16,770.0,,,,,,,Ilab
1273,Zr,40,2,355.2,750.0,,,,,,,Ilab
1274,Pd,46,1,355.31,939.0,,,,,,,Ilab
1275,Zr,40,2,355.66,765.0,,,,,,,Ilab
1276,Ho,67,2,355.68,700.0,,,,,,,Ilab
1277,V,23,2,355.68,633.0,,,,,,,Ilab
1278,Sc,21,2,355.85,248.0,,,,,,,Ilab
1279,Yb,70,2,356.03,530.0,,,,,,,Ilab
1280,Hf,72,2,356.17,717.0,,,,,,,Ilab
1281,Tb,65,2,356.17,807.0,,,,,,,Ilab
1282,Fe,26,1,356.54,1354.0,,,,,,,Ilab
1283,Ac,89,2,356.56,691.0,,,,,,,Ilab
1284,Tb,65,2,356.85,834.0,,,,,,,Ilab
1285,Hf,72,2,356.9,700.0,,,,,,,Ilab
1286,Co,27,1,356.94,908.0,,,,,,,Ilab
1287,Fe,26,1,357.03,1184.0,,,,,,,Ilab
1288,Sc,21,2,357.25,256.0,,,,,,,Ilab
1289,Pb,82,1,357.27,1046.0,,,,,,,Ilab
1290,Ho,67,2,357.48,645.0,,,,,,,Ilab
1291,Dy,66,2,357.62,839.0,,,,,,,Ilab
1292,Sc,21,2,357.63,248.0,,,,,,,Ilab
1293,Zr,40,2,357.68,717.0,,,,,,,Ilab
1294,Ce,58,2,357.74,691.0,,,,,,,Ilab
1295,Cr,24,1,357.87,723.0,,,,,,,Ilab
1296,Tb,65,2,357.92,700.0,,,,,,,Ilab
1297,Re,75,2,358.02,670.0,,,,,,,Ilab
1298,Sc,21,2,358.09,248.0,,,,,,,Ilab
1299,Fe,26,1,358.12,-100.0,,,,,,,Ilab
1300,Rh,45,1,358.31,846.0,,,,,,,Ilab
1301,Y,39,2,358.45,810.0,,,,,,,Ilab
1302,Gd,64,2,358.5,859.0,,,,,,,Ilab
1303,Tb,65,2,358.5,657.0,,,,,,,Ilab
1304,Dy,66,2,358.51,810.0,,,,,,,Ilab
1305,Yb,70,2,358.55,589.0,,,,,,,Ilab
1306,Rb,37,1,358.7,461.0,,,,,,,Ilab
1307,Co,27,1,358.72,881.0,,,,,,,Ilab
1308,Tc,43,1,358.79,829.0,,,,,,,Ilab
1309,Ru,44,1,358.92,876.0,,,,,,,Ilab
1310,Sc,21,2,358.96,240.0,,,,,,,Ilab
1311,Sc,21,2,359.05,240.0,,,,,,,Ilab
1312,Sm,62,2,359.26,834.0,,,,,,,Ilab
1313,Ru,44,1,359.3,884.0,,,,,,,Ilab
1314,Cr,24,1,359.35,728.0,,,,,,,Ilab
1315,Dy,66,2,359.5,750.0,,,,,,,Ilab
1316,Bi,83,1,359.61,594.0,,,,,,,Ilab
1317,Rh,45,1,359.62,846.0,,,,,,,Ilab
1318,Rh,45,1,359.72,868.0,,,,,,,Ilab
1319,Tb,65,2,360.04,738.0,,,,,,,Ilab
1320,Y,39,2,360.07,921.0,,,,,,,Ilab
1321,Y,39,2,360.19,873.0,,,,,,,Ilab
1322,Sm,62,2,360.43,744.0,,,,,,,Ilab
1323,Cr,24,1,360.53,712.0,,,,,,,Ilab
1324,Tm,69,2,360.88,765.0,,,,,,,Ilab
1325,Th,90,2,360.92,617.0,,,,,,,Ilab
1326,Sm,62,2,360.95,813.0,,,,,,,Ilab
1327,Pd,46,1,360.95,990.0,,,,,,,Ilab
1328,Cd,48,1,361.05,691.0,,,,,,,Ilab
1329,Y,39,2,361.1,896.0,,,,,,,Ilab
1330,Cd,48,1,361.29,668.0,,,,,,,Ilab
1331,Zr,40,2,361.31,700.0,,,,,,,Ilab
1332,Sc,21,2,361.38,256.0,,,,,,,Ilab
1333,Zr,40,2,361.48,700.0,,,,,,,Ilab
1334,Er,68,2,361.66,804.0,,,,,,,Ilab
1335,Fe,26,1,361.88,1363.0,,,,,,,Ilab
1336,Ni,28,1,361.94,879.0,,,,,,,Ilab
1337,Nb,41,2,361.95,570.0,,,,,,,Ilab
1338,Yb,70,2,361.98,530.0,,,,,,,Ilab
1339,Sm,62,2,362.12,744.0,,,,,,,Ilab
1340,Lu,71,2,362.4,668.0,,,,,,,Ilab
1341,Y,39,2,362.87,755.0,,,,,,,Ilab
1342,Dy,66,2,363.02,829.0,,,,,,,Ilab
1343,Sc,21,2,363.07,256.0,,,,,,,Ilab
1344,Pu,94,2,363.22,921.0,,,,,,,Ilab
1345,Y,39,2,363.31,896.0,,,,,,,Ilab
1346,Er,68,2,363.35,691.0,,,,,,,Ilab
1347,Pm,61,2,363.42,570.0,,,,,,,Ilab
1348,Sm,62,2,363.43,813.0,,,,,,,Ilab
1349,Pd,46,1,363.47,990.0,,,,,,,Ilab
1350,Tc,43,1,363.51,801.0,,,,,,,Ilab
1351,Tc,43,1,363.61,921.0,,,,,,,Ilab
1352,Tb,65,2,363.85,651.0,,,,,,,Ilab
1353,Pb,82,1,363.96,1082.0,,,,,,,Ilab
1354,Sc,21,2,364.28,256.0,,,,,,,Ilab
1355,Hf,72,2,364.44,668.0,,,,,,,Ilab
1356,Sc,21,2,364.53,248.0,,,,,,,Ilab
1357,Dy,66,2,364.54,931.0,,,,,,,Ilab
1358,La,57,2,364.54,691.0,,,,,,,Ilab
1359,Gd,64,2,364.62,872.0,,,,,,,Ilab
1360,Ra,88,2,364.96,461.0,,,,,,,Ilab
1361,Sc,21,2,365.18,240.0,,,,,,,Ilab
1362,Gd,64,2,365.46,827.0,,,,,,,Ilab
1363,Tb,65,2,365.49,670.0,,,,,,,Ilab
1364,Gd,64,2,365.62,804.0,,,,,,,Ilab
1365,Rh,45,1,365.8,901.0,,,,,,,Ilab
1366,Tb,65,2,365.89,760.0,,,,,,,Ilab
1367,Pm,61,2,365.94,570.0,,,,,,,Ilab
1368,Ru,44,1,366.14,873.0,,,,,,,Ilab
1369,Sm,62,2,366.14,770.0,,,,,,,Ilab
1370,Gd,64,2,366.46,790.0,,,,,,,Ilab
1371,Y,39,2,366.46,801.0,,,,,,,Ilab
1372,Yb,70,2,366.97,548.0,,,,,,,Ilab
1373,U,92,2,367.01,794.0,,,,,,,Ilab
1374,Gd,64,2,367.12,760.0,,,,,,,Ilab
1375,Tb,65,2,367.64,824.0,,,,,,,Ilab
1376,Pb,82,1,368.35,1116.0,,,,,,,Ilab
1377,Tc,43,1,368.47,852.0,,,,,,,Ilab
1378,Ti,22,1,368.52,271.0,,,,,,,Ilab
1379,Eu,63,2,368.84,876.0,,,,,,,Ilab
1380,Pm,61,2,368.98,599.0,,,,,,,Ilab
1381,Pd,46,1,369.03,861.0,,,,,,,Ilab
1382,Rh,45,1,369.24,915.0,,,,,,,Ilab
1383,Pm,61,2,369.25,570.0,,,,,,,Ilab
1384,Er,68,2,369.26,897.0,,,,,,,Ilab
1385,Yb,70,2,369.42,1037.0,,,,,,,Ilab
1386,Dy,66,2,369.48,846.0,,,,,,,Ilab
1387,Pm,61,2,369.75,570.0,,,,,,,Ilab
1388,Gd,64,2,369.77,760.0,,,,,,,Ilab
1389,Zr,40,2,369.82,687.0,,,,,,,Ilab
1390,Tm,69,2,370.03,848.0,,,,,,,Ilab
1391,Rh,45,1,370.09,894.0,,,,,,,Ilab
1392,Tm,69,2,370.14,824.0,,,,,,,Ilab
1393,U,92,2,370.15,700.0,,,,,,,Ilab
1394,Pm,61,2,370.26,599.0,,,,,,,Ilab
1395,Tb,65,2,370.29,846.0,,,,,,,Ilab
1396,Tb,65,2,370.39,778.0,,,,,,,Ilab
1397,Ca,20,2,370.6,514.0,,,,,,,Ilab
1398,Ce,58,2,370.99,691.0,,,,,,,Ilab
1399,Y,39,2,371.03,947.0,,,,,,,Ilab
1400,Pm,61,2,371.17,668.0,,,,,,,Ilab
1401,Tb,65,2,371.18,691.0,,,,,,,Ilab
1402,Gd,64,2,371.27,790.0,,,,,,,Ilab
1403,Tc,43,1,371.89,921.0,,,,,,,Ilab
1404,Hf,72,2,371.93,648.0,,,,,,,Ilab
1405,Gd,64,2,371.94,750.0,,,,,,,Ilab
1406,Fe,26,1,371.99,-100.0,,,,,,,Ilab
1407,Pu,94,1,372.06,921.0,,,,,,,Ilab
1408,Th,90,2,372.18,909.0,,,,,,,Ilab
1409,Eu,63,2,372.49,990.0,,,,,,,Ilab
1410,Tc,43,1,372.64,852.0,,,,,,,Ilab
1411,Ru,44,1,372.69,907.0,,,,,,,Ilab
1412,Ru,44,1,372.8,931.0,,,,,,,Ilab
1413,Sm,62,2,372.85,738.0,,,,,,,Ilab
1414,Er,68,2,372.95,717.0,,,,,,,Ilab
1415,Sm,62,2,373.13,765.0,,,,,,,Ilab
1416,Tm,69,2,373.41,778.0,,,,,,,Ilab
1417,Fe,26,1,373.49,-100.0,,,,,,,Ilab
1418,Sm,62,2,373.6,738.0,,,,,,,Ilab
1419,Ca,20,2,373.69,519.0,,,,,,,Ilab
1420,Fe,26,1,373.71,-100.0,,,,,,,Ilab
1421,U,92,2,373.8,640.0,,,,,,,Ilab
1422,Sm,62,2,373.91,797.0,,,,,,,Ilab
1423,Pb,82,1,373.99,1013.0,,,,,,,Ilab
1424,Th,90,2,374.12,955.0,,,,,,,Ilab
1425,Eu,63,2,374.13,586.0,,,,,,,Ilab
1426,Ru,44,1,374.23,816.0,,,,,,,Ilab
1427,Pm,61,2,374.25,570.0,,,,,,,Ilab
1428,Er,68,2,374.26,680.0,,,,,,,Ilab
1429,Gd,64,2,374.35,841.0,,,,,,,Ilab
1430,Pm,61,2,374.59,621.0,,,,,,,Ilab
1431,Tc,43,1,374.68,852.0,,,,,,,Ilab
1432,Pm,61,2,374.71,570.0,,,,,,,Ilab
1433,U,92,2,374.87,686.0,,,,,,,Ilab
1434,Fe,26,1,374.95,1396.0,,,,,,,Ilab
1435,Pm,61,2,375.01,621.0,,,,,,,Ilab
1436,Zr,40,2,375.16,678.0,,,,,,,Ilab
1437,Th,90,2,375.26,804.0,,,,,,,Ilab
1438,Pu,94,1,375.36,921.0,,,,,,,Ilab
1439,Tc,43,1,375.44,829.0,,,,,,,Ilab
1440,Tb,65,2,375.52,700.0,,,,,,,Ilab
1441,Pu,94,1,375.59,921.0,,,,,,,Ilab
1442,Dy,66,2,375.74,846.0,,,,,,,Ilab
1443,Pu,94,1,375.83,921.0,,,,,,,Ilab
1444,La,57,2,375.91,778.0,,,,,,,Ilab
1445,Ti,22,2,375.93,953.0,,,,,,,Ilab
1446,Sm,62,2,376.07,755.0,,,,,,,Ilab
1447,Ti,22,2,376.13,938.0,,,,,,,Ilab
1448,Tm,69,2,376.13,870.0,,,,,,,Ilab
1449,Tm,69,2,376.19,848.0,,,,,,,Ilab
1450,Ne,10,2,376.63,530.0,,,,,,,Ilab
1451,Gd,64,2,376.84,907.0,,,,,,,Ilab
1452,Tc,43,1,376.88,852.0,,,,,,,Ilab
1453,Y,39,2,377.43,921.0,,,,,,,Ilab
1454,Pu,94,1,377.44,921.0,,,,,,,Ilab
1455,Tl,81,1,377.57,939.0,,,,,,,Ilab
1456,Tb,65,2,377.65,765.0,,,,,,,Ilab
1457,Ne,10,2,377.71,530.0,,,,,,,Ilab
1458,U,92,2,378.28,755.0,,,,,,,Ilab
1459,Dy,66,2,378.62,810.0,,,,,,,Ilab
1460,Er,68,2,378.68,750.0,,,,,,,Ilab
1461,Dy,66,2,378.84,738.0,,,,,,,Ilab
1462,Y,39,2,378.87,891.0,,,,,,,Ilab
1463,La,57,2,379.08,822.0,,,,,,,Ilab
1464,Pu,94,1,379.22,921.0,,,,,,,Ilab
1465,Hf,72,2,379.34,648.0,,,,,,,Ilab
1466,La,57,2,379.48,827.0,,,,,,,Ilab
1467,Pm,61,2,379.57,599.0,,,,,,,Ilab
1468,Tm,69,2,379.58,887.0,,,,,,,Ilab
1469,Gd,64,2,379.64,854.0,,,,,,,Ilab
1470,Ho,67,2,379.68,909.0,,,,,,,Ilab
1471,Mo,42,1,379.83,1028.0,,,,,,,Ilab
1472,Ru,44,1,379.89,894.0,,,,,,,Ilab
1473,Rh,45,1,379.93,850.0,,,,,,,Ilab
1474,Ru,44,1,379.94,894.0,,,,,,,Ilab
1475,Pu,94,1,379.94,921.0,,,,,,,Ilab
1476,Ce,58,2,380.15,782.0,,,,,,,Ilab
1477,Nd,60,2,380.54,782.0,,,,,,,Ilab
1478,Pu,94,1,380.59,921.0,,,,,,,Ilab
1479,Mn,25,1,380.67,807.0,,,,,,,Ilab
1480,Ho,67,2,381.07,909.0,,,,,,,Ilab
1481,Pu,94,1,381.14,921.0,,,,,,,Ilab
1482,Ho,67,2,381.32,680.0,,,,,,,Ilab
1483,Be,4,1,381.35,309.0,,,,,,,Ilab
1484,Gd,64,2,381.4,822.0,,,,,,,Ilab
1485,Eu,63,2,381.55,479.0,,,,,,,Ilab
1486,Pr,59,2,381.6,717.0,,,,,,,Ilab
1487,Pr,59,2,381.83,652.0,,,,,,,Ilab
1488,Eu,63,2,381.97,1057.0,,,,,,,Ilab
1489,Pm,61,2,382.05,570.0,,,,,,,Ilab
1490,Rh,45,1,382.23,824.0,,,,,,,Ilab
1491,Sm,62,2,382.62,738.0,,,,,,,Ilab
1492,Mg,12,1,382.94,358.0,,,,,,,Ilab
1493,Er,68,2,383.05,819.0,,,,,,,Ilab
1494,Pr,59,2,383.07,687.0,,,,,,,Ilab
1495,U,92,2,383.15,760.0,,,,,,,Ilab
1496,Mg,12,1,383.23,364.0,,,,,,,Ilab
1497,Y,39,2,383.29,829.0,,,,,,,Ilab
