,ElemSymbol,AtNum,Charge,Wavelength,IntIlab,Aki,Ei,Ek,gi,gk,IntAtomtrace,Source
1966,Hg,80,1,546.08,870.0,,,,,,,Ilab
1967,Ag,47,1,546.55,691.0,,,,,,,Ilab
1968,Xe,54,2,547.26,621.0,,,,,,,Ilab
1969,Mo,42,1,550.65,896.0,,,,,,,Ilab
1970,Ba,56,1,551.9,563.0,,,,,,,Ilab
1971,U,92,2,552.78,425.0,,,,,,,Ilab
1972,Mg,12,1,552.84,369.0,,,,,,,Ilab
1973,Ba,56,1,553.55,751.0,,,,,,,Ilab
1974,Pm,61,2,554.61,668.0,,,,,,,Ilab
1975,Cs,55,2,556.3,1518.0,,,,,,,Ilab
1976,Kr,36,1,557.03,760.0,,,,,,,Ilab
1977,Pm,61,2,557.6,668.0,,,,,,,Ilab
1978,Ca,20,1,558.2,322.0,,,,,,,Ilab
1979,Ca,20,1,558.88,330.0,,,,,,,Ilab
1980,Tc,43,1,558.9,801.0,,,,,,,Ilab
1981,Ca,20,1,559.45,326.0,,,,,,,Ilab
1982,Ca,20,1,559.85,322.0,,,,,,,Ilab
1983,Ca,20,1,560.13,318.0,,,,,,,Ilab
1984,Ca,20,1,560.28,318.0,,,,,,,Ilab
1985,Ra,88,1,566.08,391.0,,,,,,,Ilab
1986,Na,11,1,568.26,161.0,,,,,,,Ilab
1987,Na,11,1,568.82,0.0,,,,,,,Ilab
1988,Na,11,1,568.82,220.0,,,,,,,Ilab
1989,Pu,94,1,571.24,921.0,,,,,,,Ilab
1990,Cu,29,1,578.21,731.0,,,,,,,Ilab
1991,K,19,1,578.24,277.0,,,,,,,Ilab
1992,K,19,1,580.18,283.0,,,,,,,Ilab
1993,K,19,1,581.21,271.0,,,,,,,Ilab
1994,Eu,63,2,581.87,514.0,,,,,,,Ilab
1995,Pm,61,2,582.39,621.0,,,,,,,Ilab
1996,Cs,55,2,583.11,1469.0,,,,,,,Ilab
1997,K,19,1,583.19,283.0,,,,,,,Ilab
1998,Ca,20,1,585.74,340.0,,,,,,,Ilab
1999,Pm,61,2,586.88,570.0,,,,,,,Ilab
2000,Kr,36,1,587.09,801.0,,,,,,,Ilab
2001,He,2,1,587.56,621.0,,,,,,,Ilab
2002,C,6,2,588.98,635.0,,,,,,,Ilab
2003,Na,11,1,589.0,1129.0,,,,,,,Ilab
2004,Na,11,1,589.59,1060.0,,,,,,,Ilab
2005,Ac,89,2,591.08,691.0,,,,,,,Ilab
2006,Cs,55,2,592.56,1544.0,,,,,,,Ilab
2007,Pm,61,2,594.65,599.0,,,,,,,Ilab
2008,Xe,54,2,597.65,691.0,,,,,,,Ilab
2009,Cs,55,1,601.05,-100.0,,,,,,,Ilab
2010,Ba,56,1,601.95,641.0,,,,,,,Ilab
2011,Xe,54,2,603.62,621.0,,,,,,,Ilab
2012,Eu,63,2,604.95,604.0,,,,,,,Ilab
2013,Xe,54,2,605.12,691.0,,,,,,,Ilab
2014,Xe,54,2,609.76,691.0,,,,,,,Ilab
2015,Pm,61,1,610.02,680.0,,,,,,,Ilab
2016,Ca,20,1,610.27,330.0,,,,,,,Ilab
2017,Li,3,1,610.35,577.0,,,,,,,Ilab
2018,Li,3,1,610.36,577.0,,,,,,,Ilab
2019,Ba,56,1,611.08,678.0,,,,,,,Ilab
2020,Ca,20,1,612.22,337.0,,,,,,,Ilab
2021,Ca,20,1,616.13,309.0,,,,,,,Ilab
2022,Ca,20,1,616.22,340.0,,,,,,,Ilab
2023,Ca,20,1,616.38,309.0,,,,,,,Ilab
2024,Ca,20,1,616.91,326.0,,,,,,,Ilab
2025,Ca,20,1,616.96,333.0,,,,,,,Ilab
2026,Pu,94,1,619.28,921.0,,,,,,,Ilab
2027,Ra,88,1,620.03,340.0,,,,,,,Ilab
2028,Lu,71,2,622.19,765.0,,,,,,,Ilab
2029,Lu,71,2,623.54,438.0,,,,,,,Ilab
2030,Lu,71,2,624.23,508.0,,,,,,,Ilab
2031,Pu,94,1,630.47,921.0,,,,,,,Ilab
2032,Ba,56,1,634.17,680.0,,,,,,,Ilab
2033,Br,35,1,635.07,1100.0,,,,,,,Ilab
2034,Cs,55,1,635.46,-100.0,,,,,,,Ilab
2035,Ac,89,1,635.99,300.0,,,,,,,Ilab
2036,Ga,31,1,639.66,220.0,,,,,,,Ilab
2037,Ga,31,1,641.34,195.0,,,,,,,Ilab
2038,Pm,61,1,643.19,621.0,,,,,,,Ilab
2039,Ca,20,1,643.91,356.0,,,,,,,Ilab
2040,Pu,94,1,644.98,921.0,,,,,,,Ilab
2041,Ca,20,1,644.98,340.0,,,,,,,Ilab
2042,Ba,56,1,645.09,636.0,,,,,,,Ilab
2043,Ca,20,1,646.26,353.0,,,,,,,Ilab
2044,Lu,71,2,646.31,700.0,,,,,,,Ilab
2045,Ca,20,1,647.17,337.0,,,,,,,Ilab
2046,Ba,56,1,648.29,748.0,,,,,,,Ilab
2047,Pu,94,1,648.67,921.0,,,,,,,Ilab
2048,Ca,20,1,649.38,347.0,,,,,,,Ilab
2049,Ba,56,2,649.69,680.0,,,,,,,Ilab
2050,Ba,56,1,649.88,697.0,,,,,,,Ilab
2051,Ca,20,1,649.96,333.0,,,,,,,Ilab
2052,Pm,61,1,652.04,691.0,,,,,,,Ilab
2053,Pu,94,1,653.53,921.0,,,,,,,Ilab
2054,Pu,94,1,654.42,921.0,,,,,,,Ilab
2055,H,1,1,656.28,1312.0,,,,,,,Ilab
2056,K,19,2,659.5,69.0,,,,,,,Ilab
2057,Xe,54,2,659.5,668.0,,,,,,,Ilab
2058,Ba,56,1,659.53,661.0,,,,,,,Ilab
2059,Pm,61,1,659.82,680.0,,,,,,,Ilab
2060,Pu,94,1,660.9,921.0,,,,,,,Ilab
2061,Pm,61,2,665.9,599.0,,,,,,,Ilab
2062,Li,3,1,670.78,819.0,,,,,,,Ilab
2063,Li,3,1,670.79,819.0,,,,,,,Ilab
2064,Cs,55,1,672.33,1040.0,,,,,,,Ilab
2065,Pm,61,2,677.23,570.0,,,,,,,Ilab
2066,Xe,54,2,680.57,691.0,,,,,,,Ilab
2067,F,9,1,685.6,1082.0,,,,,,,Ilab
2068,Ne,10,1,692.95,1151.0,,,,,,,Ilab
2069,Cs,55,2,695.55,1512.0,,,,,,,Ilab
2070,Ar,18,1,696.54,921.0,,,,,,,Ilab
2071,Cs,55,1,698.35,-100.0,,,,,,,Ilab
2072,Xe,54,2,699.09,760.0,,,,,,,Ilab
2073,Ne,10,1,702.4,1043.0,,,,,,,Ilab
2074,Ne,10,1,703.24,1135.0,,,,,,,Ilab
2075,F,9,1,703.75,1071.0,,,,,,,Ilab
2076,Rn,86,1,705.54,530.0,,,,,,,Ilab
2077,Ar,18,1,706.72,921.0,,,,,,,Ilab
2078,F,9,1,712.79,1031.0,,,,,,,Ilab
2079,Ra,88,1,714.12,391.0,,,,,,,Ilab
2080,Ca,20,1,714.82,350.0,,,,,,,Ilab
2081,Ne,10,1,717.39,1125.0,,,,,,,Ilab
2082,Fr,87,1,717.99,-100.0,,,,,,,Ilab
2083,Ca,20,1,720.22,343.0,,,,,,,Ilab
2084,C,6,2,723.13,668.0,,,,,,,Ilab
2085,C,6,2,723.64,691.0,,,,,,,Ilab
2086,Ne,10,1,724.52,1125.0,,,,,,,Ilab
2087,Pu,94,1,725.81,921.0,,,,,,,Ilab
2088,Rn,86,1,726.81,461.0,,,,,,,Ilab
2089,Ac,89,1,729.04,179.0,,,,,,,Ilab
2090,Eu,63,2,730.12,629.0,,,,,,,Ilab
2091,Br,35,1,734.85,921.0,,,,,,,Ilab
2092,Ar,18,1,738.4,921.0,,,,,,,Ilab
2093,N,7,1,744.23,667.0,,,,,,,Ilab
2094,Rn,86,1,745.0,570.0,,,,,,,Ilab
2095,N,7,1,746.83,680.0,,,,,,,Ilab
2096,Ne,10,1,748.89,1037.0,,,,,,,Ilab
2097,Ar,18,1,750.39,990.0,,,,,,,Ilab
2098,Ar,18,1,751.47,962.0,,,,,,,Ilab
2099,Ne,10,1,753.58,1024.0,,,,,,,Ilab
2100,Pu,94,1,757.29,921.0,,,,,,,Ilab
2101,Kr,36,1,760.15,760.0,,,,,,,Ilab
2102,Ar,18,1,763.51,1013.0,,,,,,,Ilab
2103,K,19,1,766.49,322.0,,,,,,,Ilab
2104,Kr,36,1,769.45,621.0,,,,,,,Ilab
2105,K,19,1,769.9,318.0,,,,,,,Ilab
2106,Ar,18,1,772.38,962.0,,,,,,,Ilab
2107,Ar,18,1,772.42,921.0,,,,,,,Ilab
2108,O,8,1,777.19,677.0,,,,,,,Ilab
2109,O,8,1,777.42,670.0,,,,,,,Ilab
2110,O,8,1,777.54,662.0,,,,,,,Ilab
2111,Rb,37,1,780.03,1141.0,,,,,,,Ilab
2112,Rn,86,1,780.98,461.0,,,,,,,Ilab
2113,Cl,17,1,787.82,801.0,,,,,,,Ilab
2114,Ar,18,1,794.82,990.0,,,,,,,Ilab
2115,Po,84,1,796.26,640.0,,,,,,,Ilab
2116,Ar,18,1,800.62,990.0,,,,,,,Ilab
2117,Ar,18,1,801.48,1013.0,,,,,,,Ilab
2118,Ra,88,2,801.97,391.0,,,,,,,Ilab
2119,Kr,36,1,805.95,461.0,,,,,,,Ilab
2120,Rn,86,1,809.95,461.0,,,,,,,Ilab
2121,Ar,18,1,810.37,990.0,,,,,,,Ilab
2122,Kr,36,1,810.4,621.0,,,,,,,Ilab
2123,Kr,36,1,811.29,621.0,,,,,,,Ilab
2124,Ar,18,1,811.53,1046.0,,,,,,,Ilab
2125,Fr,87,1,816.94,-100.0,,,,,,,Ilab
2126,Na,11,1,818.33,161.0,,,,,,,Ilab
2127,Kr,36,1,819.01,570.0,,,,,,,Ilab
2128,Na,11,1,819.48,220.0,,,,,,,Ilab
2129,Xe,54,1,823.16,921.0,,,,,,,Ilab
2130,Be,4,1,825.41,300.0,,,,,,,Ilab
2131,Kr,36,1,826.32,599.0,,,,,,,Ilab
2132,Ar,18,1,826.45,921.0,,,,,,,Ilab
2133,Rn,86,1,827.1,461.0,,,,,,,Ilab
2134,Xe,54,1,828.01,885.0,,,,,,,Ilab
2135,Kr,36,1,828.11,530.0,,,,,,,Ilab
2136,Kr,36,1,829.81,621.0,,,,,,,Ilab
2137,Ne,10,1,830.03,1028.0,,,,,,,Ilab
2138,Pu,94,1,830.96,921.0,,,,,,,Ilab
2139,Ga,31,1,831.19,179.0,,,,,,,Ilab
2140,Cl,17,1,837.59,1151.0,,,,,,,Ilab
2141,Ne,10,1,837.76,1124.0,,,,,,,Ilab
2142,Ga,31,1,838.65,195.0,,,,,,,Ilab
2143,Ga,31,1,838.93,139.0,,,,,,,Ilab
2144,Ar,18,1,840.82,962.0,,,,,,,Ilab
2145,Br,35,1,842.27,-100.0,,,,,,,Ilab
2146,Ar,18,1,842.46,990.0,,,,,,,Ilab
2147,Cl,17,1,842.82,962.0,,,,,,,Ilab
2148,O,8,1,844.62,670.0,,,,,,,Ilab
2149,O,8,1,844.64,691.0,,,,,,,Ilab
2150,O,8,1,844.68,684.0,,,,,,,Ilab
2151,Br,35,1,845.27,-100.0,,,,,,,Ilab
2152,Ne,10,1,849.54,1114.0,,,,,,,Ilab
2153,Kr,36,1,850.89,530.0,,,,,,,Ilab
2154,Cs,55,1,852.11,-100.0,,,,,,,Ilab
2155,Ar,18,1,852.14,962.0,,,,,,,Ilab
2156,Cl,17,1,858.6,1123.0,,,,,,,Ilab
2157,Ne,10,1,859.13,1062.0,,,,,,,Ilab
2158,Rn,86,1,860.01,461.0,,,,,,,Ilab
2159,Ne,10,1,863.46,1046.0,,,,,,,Ilab
2160,Ne,10,1,865.44,1107.0,,,,,,,Ilab
2161,Cs,55,1,876.14,-100.0,,,,,,,Ilab
2162,Kr,36,1,877.68,570.0,,,,,,,Ilab
2163,Ne,10,1,878.06,1095.0,,,,,,,Ilab
2164,Ne,10,1,878.38,1067.0,,,,,,,Ilab
2165,Xe,54,1,881.94,852.0,,,,,,,Ilab
2166,Ne,10,1,885.39,1020.0,,,,,,,Ilab
2167,Kr,36,1,892.87,530.0,,,,,,,Ilab
2168,Cs,55,1,894.35,-100.0,,,,,,,Ilab
2169,Ar,18,1,912.3,1046.0,,,,,,,Ilab
2170,Cs,55,1,917.23,-100.0,,,,,,,Ilab
2171,Ar,18,1,922.45,962.0,,,,,,,Ilab
2172,C,6,1,940.57,668.0,,,,,,,Ilab
2173,Ga,31,1,958.94,161.0,,,,,,,Ilab
2174,Ga,31,1,959.42,0.0,,,,,,,Ilab
2175,Ar,18,1,965.78,1013.0,,,,,,,Ilab
2176,Kr,36,1,975.18,161.0,,,,,,,Ilab
2177,Xe,54,1,992.32,801.0,,,,,,,Ilab
2178,Cs,55,1,1002.44,1215.0,,,,,,,Ilab
2179,Cs,55,1,1012.36,1247.0,,,,,,,Ilab
2180,Kr,36,2,1022.15,691.0,,,,,,,Ilab
2181,Ne,10,1,1114.3,1017.0,,,,,,,Ilab
2182,Ne,10,1,1117.75,1080.0,,,,,,,Ilab
2183,Ne,10,1,1152.27,1040.0,,,,,,,Ilab
2184,Kr,36,1,1181.94,750.0,,,,,,,Ilab
2185,H,1,1,656.28,,53900000.0,10.199,12.088,2.0,4.0,174.40655313449074,atomtrace
2186,He,2,1,388.87,,9562200.0,19.82,23.007,3.0,1.0,2.429607836946565e-05,atomtrace
2187,He,2,1,587.58,,70700000.0,20.9641,23.0737,5.0,7.0,0.0011638056963337395,atomtrace
2188,Li,3,1,323.26,,1000000.0,0.0,3.834,2.0,4.0,46752.88046643399,atomtrace
2189,Li,3,1,610.36,,68562000.0,1.8479,3.8786,4.0,6.0,4565682.335938814,atomtrace
2190,Li,3,1,670.78,,36900000.0,0.0,1.848,2.0,4.0,17287612.91609685,atomtrace
2191,Be,4,2,234.86,,552000000.0,0.0,5.277,1.0,3.0,3627174.6951421387,atomtrace
2192,Be,4,2,313.04,,113000000.0,0.0,3.959,2.0,4.0,4569719.761124539,atomtrace
2193,Be,4,2,467.34,,221000000.0,12.157,14.81,6.0,8.0,60.753067539686924,atomtrace
2194,B,5,1,249.77,,168000000.0,0.002,4.964,4.0,2.0,1058260.3609184313,atomtrace
2195,B,5,2,345.1,,54200000.0,9.1,12.691,3.0,5.0,108.88914925838242,atomtrace
2196,C,6,1,396.84,,,,,,,,atomtrace
2197,C,6,1,193.09,,339000000.0,1.2637,7.6848,5.0,3.0,136254.50999651296,atomtrace
2198,C,6,1,247.88,,28000000.0,2.684,7.685,1.0,3.0,11251.448166084949,atomtrace
2199,N,7,2,444.7,,112000000.0,20.409,23.196,3.0,5.0,0.001142653471552621,atomtrace
2200,N,7,2,500.51,,114000000.0,20.666,23.142,7.0,9.0,0.0022288902718689374,atomtrace
2201,N,7,1,746.84,,19600000.0,10.3359,11.9956,6.0,4.0,70.59885728333022,atomtrace
2202,N,7,1,821.07,,5230000.0,10.3301,11.8397,4.0,4.0,22.574256631261246,atomtrace
2203,O,8,1,777.19,,36900000.0,9.146,10.741,5.0,7.0,997.4630182307843,atomtrace
2204,O,8,1,777.42,,36900000.0,9.146,10.74,5.0,5.0,713.3008559076503,atomtrace
2205,O,8,1,777.54,,36900000.0,9.146,10.74,5.0,3.0,427.9805135445902,atomtrace
2206,O,8,1,822.18,,28900000.0,12.539,14.047,7.0,7.0,16.850664840130488,atomtrace
2207,O,8,1,844.64,,32200000.0,9.521,10.989,3.0,5.0,466.2423626726645,atomtrace
2208,F,9,1,685.6,,45000000.0,12.697,14.505,6.0,8.0,17.623888583872862,atomtrace
2209,F,9,1,687.02,,38000000.0,12.751,14.555,2.0,2.0,3.510863385447371,atomtrace
2210,F,9,1,690.25,,31000000.0,12.731,14.526,4.0,6.0,8.886457009707943,atomtrace
2211,F,9,1,690.98,,18000000.0,12.751,14.544,2.0,4.0,3.3688105819590977,atomtrace
2212,F,9,1,696.64,,16000000.0,12.985,14.764,4.0,2.0,1.1598956413002288,atomtrace
2213,F,9,1,703.75,,38000000.0,12.985,14.746,4.0,4.0,5.625797942623033,atomtrace
2214,Na,11,1,589.0,,61600000.0,0.0,2.104,2.0,4.0,21442282.328787535,atomtrace
2215,Na,11,1,589.59,,61400000.0,0.0,2.102,2.0,2.0,10711163.024053035,atomtrace
2216,Mg,12,2,279.09,,401000000.0,4.422,8.864,2.0,4.0,54694.47400120756,atomtrace
2217,Mg,12,2,279.55,,260000000.0,0.0,4.434,2.0,4.0,6058915.9279547585,atomtrace
2218,Mg,12,2,279.81,,479000000.0,4.434,8.864,4.0,6.0,97999.94905203898,atomtrace
2219,Mg,12,2,280.27,,257000000.0,0.0,4.422,2.0,2.0,3036494.102463242,atomtrace
2220,Mg,12,1,285.21,,491000000.0,0.0,4.346,1.0,3.0,9504174.404401364,atomtrace
2221,Mg,12,2,292.88,,115000000.0,4.422,8.655,2.0,2.0,9995.357277196175,atomtrace
2222,Mg,12,2,293.67,,230000000.0,4.434,8.655,4.0,2.0,19990.71455439235,atomtrace
2223,Mg,12,1,382.93,,89900000.0,2.709,5.946,1.0,3.0,271786.4561365834,atomtrace
2224,Mg,12,1,383.2,,67400000.0,2.712,5.946,3.0,3.0,203764.26188660425,atomtrace
2225,Mg,12,1,383.79,,40300000.0,2.717,5.946,5.0,5.0,203058.84653882668,atomtrace
2226,Mg,12,1,389.19,,177000000.0,7.17,10.355,3.0,5.0,5348.736113287034,atomtrace
2227,Mg,12,2,448.09,,233000000.0,8.864,11.63,6.0,8.0,2565.558196346854,atomtrace
2228,Mg,12,1,516.73,,11300000.0,2.709,5.108,1.0,3.0,90340.00686289392,atomtrace
2229,Mg,12,1,517.27,,33700000.0,2.712,5.108,3.0,3.0,269421.08241411723,atomtrace
2230,Mg,12,1,518.37,,56100000.0,2.717,5.108,5.0,3.0,448502.1579653406,atomtrace
2231,Al,13,2,281.64,,357000000.0,7.421,11.822,3.0,1.0,393.2243509752385,atomtrace
2232,Al,13,1,308.21,,58700000.0,0.0,4.021,2.0,4.0,2209034.9649713817,atomtrace
2233,Al,13,1,308.23,,58700000.0,0.0,4.021,2.0,4.0,2209034.9649713817,atomtrace
2234,Al,13,1,308.24,,58700000.0,0.0,4.021,2.0,4.0,2209034.9649713817,atomtrace
2235,Al,13,1,309.28,,72900000.0,0.014,4.022,4.0,6.0,4110354.6766548376,atomtrace
2236,Al,13,1,309.29,,11600000.0,0.0139,4.0215,4.0,4.0,436285.20826490776,atomtrace
2237,Al,13,1,309.31,,72900000.0,0.014,4.022,4.0,6.0,4110354.6766548376,atomtrace
2238,Al,13,1,394.41,,49900000.0,0.0,3.143,2.0,2.0,2600924.3165454203,atomtrace
2239,Al,13,1,396.15,,98500000.0,0.014,3.143,4.0,2.0,5134089.081757994,atomtrace
2240,Si,14,1,243.51,,44300000.0,0.781,5.8708,5.0,5.0,243567.72511236108,atomtrace
2241,Si,14,1,251.61,,168000000.0,0.0277,4.9538,5.0,5.0,2677152.5153393312,atomtrace
2242,Si,14,1,288.17,,217000000.0,0.781,5.082,5.0,3.0,1787988.9783279493,atomtrace
2243,Si,14,1,390.55,,13300000.0,1.909,5.082,1.0,3.0,109586.4212523582,atomtrace
2244,P,15,1,213.62,,283020000.0,1.411,7.213,6.0,4.0,262230.90122348606,atomtrace
2245,P,15,1,214.92,,317380000.0,1.409,7.176,4.0,2.0,153484.13349502962,atomtrace
2246,P,15,1,253.57,,95000000.0,2.324,7.213,4.0,4.0,88021.82042340179,atomtrace
2247,P,15,1,255.33,,70620000.0,2.321,7.176,2.0,2.0,34151.64631488749,atomtrace
2248,P,15,1,255.49,,30017000.0,2.324,7.176,4.0,2.0,14516.142274624437,atomtrace
2249,S,16,1,180.73,,410170000.0,0.0,6.86,5.0,3.0,429334.83556615806,atomtrace
2250,S,16,2,545.4,,77500000.0,13.672,15.944,6.0,8.0,5.714346854060825,atomtrace
2251,S,16,1,869.46,,11000000.0,7.87,9.295,7.0,9.0,2047.1976130531466,atomtrace
2252,S,16,1,921.29,,27900000.0,6.5245,7.8699,5.0,7.0,21107.939972343767,atomtrace
2253,Cl,17,1,837.59,,28000000.0,8.922,10.402,6.0,8.0,1281.9437047496947,atomtrace
2254,Ar,18,1,696.54,,6390000.0,11.5484,13.3279,5.0,3.0,3.678356721170249,atomtrace
2255,Ar,18,1,706.72,,3800000.0,11.5484,13.3022,5.0,5.0,3.75610363639128,atomtrace
2256,Ar,18,1,763.51,,24500000.0,11.5484,13.1718,5.0,5.0,28.173369059198595,atomtrace
2257,K,19,1,404.41,,1160000.0,0.0,3.0649,2.0,4.0,132396.29605477903,atomtrace
2258,K,19,1,766.49,,38000000.0,0.0,1.617,2.0,4.0,23276151.549560502,atomtrace
2259,K,19,1,769.89,,37500000.0,0.0,1.61,2.0,2.0,11578617.242572844,atomtrace
2260,Ca,20,2,315.92,,310000000.0,3.123,7.047,2.0,4.0,348248.1205444049,atomtrace
2261,Ca,20,2,317.96,,360000000.0,3.151,7.05,4.0,6.0,604517.549604926,atomtrace
2262,Ca,20,2,373.73,,170000000.0,3.151,6.468,4.0,2.0,186960.24566332603,atomtrace
2263,Ca,20,2,393.0,,147000000.0,0.0,3.151,2.0,4.0,15182478.536934234,atomtrace
2264,Ca,20,2,396.88,,140000000.0,0.0,3.123,2.0,2.0,7468523.723663492,atomtrace
2265,Ca,20,1,422.67,,218000000.0,0.0,2.933,1.0,3.0,21747548.105348807,atomtrace
2266,Sc,21,2,361.38,,187920000.0,0.022,3.452,7.0,9.0,30795232.522995472,atomtrace
2267,Ti,22,2,321.7,,4030000.0,1.116,4.969,8.0,8.0,100955.13059472205,atomtrace
2268,Ti,22,2,323.5,,171000000.0,0.049,3.881,10.0,10.0,18925942.948498856,atomtrace
2269,Ti,22,2,334.9,,161000000.0,0.6072,4.3083,8.0,10.0,10852692.467685279,atomtrace
2270,Ti,22,2,334.94,,168000000.0,0.0488,3.7494,10.0,12.0,25994139.639175903,atomtrace
2271,Ti,22,1,498.17,,66000000.0,0.8484,3.3365,11.0,13.0,17863424.561030183,atomtrace
2272,V,23,1,411.18,,101000000.0,0.301,3.315,10.0,10.0,21559283.974568047,atomtrace
2273,V,23,1,437.92,,110000000.0,0.301,3.131,10.0,12.0,34883402.63853471,atomtrace
2274,Cr,24,1,267.7,,12000000.0,0.983,5.611,5.0,7.0,124870.19143109272,atomtrace
2275,Cr,24,1,302.44,,127000000.0,0.983,5.081,5.0,5.0,1746069.603866079,atomtrace
2276,Cr,24,1,425.44,,31500000.0,0.0,2.913,7.0,9.0,9648619.385893552,atomtrace
2277,Cr,24,1,427.48,,30700000.0,0.0,2.9,7.0,7.0,7425064.678078003,atomtrace
2278,Cr,24,1,428.98,,31600000.0,0.0,2.889,7.0,5.0,5529230.187193667,atomtrace
2279,Cr,24,1,520.45,,50900000.0,0.941,3.323,5.0,3.0,3229387.592373464,atomtrace
2280,Cr,24,1,520.6,,51400000.0,0.941,3.322,5.0,5.0,5441495.027016606,atomtrace
2281,Cr,24,1,520.84,,50600000.0,0.941,3.321,5.0,7.0,7508231.386559632,atomtrace
2282,Cr,24,1,540.98,,6200000.0,1.03,3.321,9.0,7.0,919980.9208828007,atomtrace
2283,Mn,25,2,294.9,,196000000.0,1.175,5.377,5.0,7.0,2675866.5630734996,atomtrace
2284,Mn,25,1,403.06,,17000000.0,0.0,3.075,6.0,8.0,3835363.982061812,atomtrace
2285,Mn,25,1,403.31,,16500000.0,0.0,3.073,6.0,6.0,2798406.6725912346,atomtrace
2286,Mn,25,1,403.45,,15800000.0,0.0,3.072,6.0,4.0,1788531.895000474,atomtrace
2287,Fe,26,1,253.72,,370000000.0,2.404,7.289,13.0,15.0,1177056.7585687716,atomtrace
2288,Fe,26,1,284.98,,112000000.0,1.485,4.733,9.0,7.0,3228406.6290326463,atomtrace
2289,Fe,26,1,302.06,,75900000.0,0.0,4.103,9.0,9.0,5843359.248877431,atomtrace
2290,Fe,26,1,344.39,,7920000.0,0.087,3.686,5.0,3.0,329749.05589590815,atomtrace
2291,Fe,26,1,347.56,,8610000.0,2.176,5.742,7.0,5.0,54970.73329674493,atomtrace
2292,Fe,26,1,371.99,,16200000.0,0.0,3.332,9.0,11.0,3729520.795323143,atomtrace
2293,Fe,26,1,404.58,,86200000.0,1.485,4.549,9.0,9.0,3955067.4405896026,atomtrace
2294,Fe,26,1,427.18,,22800000.0,1.485,4.386,9.0,11.0,1544827.7523636674,atomtrace
2295,Fe,26,1,438.35,,50000000.0,1.485,4.312,9.0,11.0,3691557.109645431,atomtrace
2296,Fe,26,1,440.48,,27500000.0,1.557,4.371,7.0,9.0,1551270.0358419768,atomtrace
2297,Fe,26,1,441.51,,11900000.0,1.608,4.415,5.0,7.0,496114.78548813344,atomtrace
2298,Fe,26,1,489.15,,30800000.0,2.851,5.385,9.0,7.0,416607.682144434,atomtrace
2299,Fe,26,1,492.05,,35800000.0,2.833,5.352,11.0,9.0,646897.2832406563,atomtrace
2300,Fe,26,1,495.76,,42200000.0,2.808,5.308,13.0,11.0,980821.4586918341,atomtrace
2301,Fe,26,1,538.34,,78100000.0,4.312,6.615,11.0,13.0,470738.7767718893,atomtrace
2302,Co,27,2,241.62,,300000000.0,3.406,8.535,11.0,9.0,134868.83602446024,atomtrace
2303,Co,27,1,345.37,,110000000.0,0.432,4.021,10.0,12.0,12418765.561167903,atomtrace
2304,Co,27,1,351.03,,3800000.0,0.101,3.632,8.0,8.0,449185.28394611494,atomtrace
2305,Ni,28,2,231.61,,288000000.0,1.041,6.392,10.0,8.0,1383742.1020463028,atomtrace
2306,Ni,28,1,301.2,,130000000.0,0.423,4.538,5.0,5.0,3356303.5526581686,atomtrace
2307,Ni,28,1,341.48,,55000000.0,0.025,3.655,7.0,9.0,7121404.278448844,atomtrace
2308,Ni,28,1,349.3,,98000000.0,0.109,3.658,5.0,3.0,4214983.109613586,atomtrace
2309,Ni,28,1,351.5,,42000000.0,0.109,3.635,5.0,7.0,4328997.474462374,atomtrace
2310,Ni,28,1,352.44,,100000000.0,0.025,3.542,7.0,5.0,8201248.277483862,atomtrace
2311,Ni,28,1,361.94,,66000000.0,0.423,3.847,5.0,7.0,5319105.979924748,atomtrace
2312,Cu,29,1,282.44,,7800000.0,1.389,5.777,6.0,6.0,57380.58848569745,atomtrace
2313,Cu,29,1,296.12,,3760000.0,1.389,5.575,6.0,8.0,46623.033911489925,atomtrace
2314,Cu,29,1,324.74,,140000000.0,0.0,3.817,2.0,4.0,6675811.028376813,atomtrace
2315,Cu,29,1,324.76,,139500000.0,0.0,3.817,2.0,4.0,6651968.84613261,atomtrace
2316,Cu,29,1,327.4,,138000000.0,0.0,3.786,2.0,2.0,3410738.3738372833,atomtrace
2317,Cu,29,1,406.27,,21000000.0,3.817,6.868,4.0,6.0,43556.17175008627,atomtrace
2318,Cu,29,1,510.53,,2000000.0,1.389,3.817,6.0,4.0,95368.72897681162,atomtrace
2319,Cu,29,1,515.29,,60000000.0,3.786,6.191,2.0,4.0,182005.07513380548,atomtrace
2320,Cu,29,1,521.83,,75000000.0,3.817,6.192,4.0,6.0,340863.73020619684,atomtrace
2321,Cu,29,1,578.18,,1650000.0,1.642,3.786,4.0,2.0,40780.56751327187,atomtrace
2322,Zn,30,1,330.25,,107000000.0,4.03,7.783,,,,atomtrace
2323,Zn,30,1,334.5,,150000000.0,4.0782,7.7839,,,,atomtrace
2324,Zn,30,1,472.22,,45800000.0,4.03,6.655,,,,atomtrace
2325,Zn,30,1,481.06,,70000000.0,4.078,6.655,,,,atomtrace
2326,Ga,31,1,287.44,,117000000.0,0.0,4.312,2.0,4.0,3141179.5042073852,atomtrace
2327,Ga,31,1,294.37,,134000000.0,0.102,4.313,4.0,6.0,5390126.686965853,atomtrace
2328,Ga,31,1,294.38,,134000000.0,0.102,4.313,4.0,6.0,5390126.686965853,atomtrace
